,CD,KGN,KGN,,Kasongo Lunda,,,,,,,Казонго-Лунда,,,,Казонго-Лунда,,,,1,,
,GR,KSJ,KSJ,,Kasos Island,,,,,,,Касос-Айленд,,,,Касос-Айленд,,,,1,,
,SD,KSL,KSL,,Kassala,,,,,,,Кассала,,,,Кассала,,,,1,,
,DK,CPH,CPH,,Kastrup,,,,,,,Копенгаген,,,,Копенгаген,,,,1,,
,MW,KBQ,KBQ,,Kasungu,,,,,,,Касунгу,,,,Касунгу,,,,1,,
,AU,KNI,KNI,WA,Katanning,,,,,,,Катаннинг,,,,Катаннинг,,,,1,,
,CI,KTC,KTC,,Katiola,,,,,,,Катиола,,,,Катиола,,,,1,,
,PF,KXU,KXU,,Katiu,,,,,,,,,,,,,,,1,,
,GY,KTO,KTO,,Kato,,,,,,,Като,,,,Като,,,,1,,
,NG,DKA,DKA,,Katsina,,,,,,,,,,,,,,,1,,
,LK,KTY,KTY,,Katukurunda Slaf Base,,,,,,,,,,,,,,,1,,
,ID,KAZ,KAZ,,Kau,,,,,,,Кау,,,,Кау,,,,1,,
,PF,KHZ,KHZ,,Kauehi,,,,,,,Кауэхи,,,,Кауэхи,,,,1,,
,TO,EUA,EUA,,Kaufana,,,,,,,Кауфана,,,,Кауфана,,,,1,,
,FI,KHJ,KHJ,,Kauhajoki,,,,,,,Каухайоки,,,,Каухайоки,,,,1,,
,FI,KAU,KAU,,Kauhava,,,,,,,Каухава,,,,Каухава,,,,1,,
,PF,KKR,KKR,,Kaukura Atoll,,,,,,,Каукура-Атолл,,,,Каукура-Атолл,,,,1,,
,LT,KUN,KUN,,Kaunas Intl,,,,,,,Каунас,,,,Каунас,,,,1,,
,RU,KVR,KVR,,Kavalerovo,,,,,,,,,,,,,,,1,,
,VE,KAV,KAV,,Kavanayen,,,,,,,Каванаен,,,,Каванаен,,,,1,,
,PG,KVG,KVG,,Kavieng,,,,,,,Кавьенг,,,,Кавьенг,,,,1,,
,CF,KWD,KWD,,Kawadjia,,,,,,,Каваджиа,,,,Каваджиа,,,,1,,
,CU,VRO,VRO,,Kawama Airport,,,,,,,Кавама,,,,Кавама,,,,1,,
,NZ,KUI,KUI,,Kawau Island,,,,,,,Кавау-Айленд,,,,Кавау-Айленд,,,,1,,
,PG,KWO,KWO,,Kawito,,,,,,,Кавито,,,,Кавито,,,,1,,
,MM,KAW,KAW,,Kawthaung,,,,,,,Котонг,,,,Котонг,,,,1,,
,BF,XKY,XKY,,Kaya,,,,,,,Кайя,,,,Кайя,,,,1,,
,ML,KYS,KYS,,Kayes,,,,,,,Кайес,,,,Кайес,,,,1,,
,RU,KZN,KZN,,Kazan,,,Kazan International,Kazan International,Kazan International,,Казань,,,,Казань,,Kazan Internacional,,1,,
,US,KOA,KOA,HI,Keahole,,,,,,,Кихоул,,,,Кихоул,,,,1,,
,US,EAR,EAR,NE,Kearney,,,,,,,Кирни,,,,Кирни,,,,1,,
,ID,KEQ,KEQ,,Kebar,,,,,,,Кебар,,,,Кебар,,,,1,,
,SN,KGG,KGG,,Kedougou,,,,,,,Кедугу,,,,Кедугу,,,,1,,
,US,BIX,BIX,MS,Keesler Afb,,,,,,,Кислер,,,,Кислер,,,,1,,
,CA,KEW,KEW,ON,Keewaywin,,,,,,,Кивейвин,,,,Кивейвин,,,,1,,
,GR,EFL,EFL,,Kefallinia,,,Argostolion,Argostolion,Argostolion,,Аргостолион,,,,Аргостолион,,Argostolion,,1,,
,IS,REK,KEF,,Keflavik Intl,,,Keflavik International,Keflavik International,Keflavik International,,Кефлавик Интернешнл,,,,Кефлавик Интернешнл,,Keflavik Internacional,,1,,
,CA,ZKG,ZKG,QC,Kegaska,,,,,,,Кегаска,,,,Кегаска,,,,1,,
,US,CKA,CKA,OK,Kegelman Af,,,,,,,Кегелман,,,,Кегелман,,,,1,,
,PG,KEG,KEG,,Keglsugl,,,,,,,Кегльсугль,,,,Кегльсугль,,,,1,,
,DE,ZIW,ZIW,,Kehl,,,,,,,,,,,,,,,1,,
,ID,KEA,KEA,,Keisah,,,,,,,Кейса,,,,Кейса,,,,1,,
,ET,LFO,LFO,,Kelafo,,,,,,,Келафо-Каллаф,,,,Келафо-Каллаф,,,,1,,
,LK,KEZ,KEZ,,Kelaniya River,,,,,,,,,,,,,,,1,,
,PG,KNL,KNL,,Kelanoa,,,,,,,Келаноа,,,,Келаноа,,,,1,,
,ID,LLN,LLN,,Kelila,,,,,,,Келила,,,,Келила,,,,1,,
,CG,KEE,KEE,,Kelle,,,,,,,Келле,,,,Келле,,,,1,,
,US,SAT,SKF,TX,Kelly Afb,,,,,,,Келли,,,,Келли,,,,1,,
,US,KEU,KEU,AK,Kelly Bar,,,,,,,Келли-Бар,,,,Келли-Бар,,,,1,,
,CA,YLW,YLW,BC,Kelowna,,,,,,,Келоуна,,,,Келоуна,,,,1,,
,US,KLP,KLP,AK,Kelp Bay,,,,,,,Келп-Бей,,,,Келп-Бей,,,,1,,
,CA,KES,KES,MB,Kelsey,,,,,,,Келси,,,,Келси,,,,1,,
,ID,KLQ,KLQ,,Keluang,,,,,,,Келуанг,,,,Келуанг,,,,1,,
,CA,XKO,XKO,BC,Kemano,,,,,,,Кемано,,,,Кемано,,,,1,,
,US,EMM,EMM,WY,Kemerer,,,,,,,Кемерер,,,,Кемерер,,,,1,,
,RU,KEJ,KEJ,,Kemerovo,,,,,,,Кемерово,,,,Кемерово,,,,1,,
,FI,KEM,KEM,,Kemi Tornio,,,,,,,Кеми-Торнио,,,,Кеми-Торнио,,,,1,,
,AU,KPS,KPS,NS,Kempsey,,,,,,,Кемпси,,,,Кемпси,,,,1,,
,JM,POT,POT,,Ken Jones,,,,,,,Кен Джонс,,,,Кен Джонс,,,,1,,
,US,ENA,ENA,AK,Kenai,,,,,,,Кенай,,,,Кенай,,,,1,,
,SD,KJN,KJN,,Kenana,,,,,,,,,,,,,,,1,,
,SL,KEN,KEN,,Kenema,,,,,,,Кенема,,,,Кенема,,,,1,,
,MM,KET,KET,,Keng Tung,,,,,,,Кенг-Тунг,,,,Кенг-Тунг,,,,1,,
,ML,KNZ,KNZ,,Kenieba,,,,,,,Кеньеба,,,,Кеньеба,,,,1,,
,MY,KGU,KGU,,Keningau,,,,,,,Кенингау,,,,Кенингау,,,,1,,
,US,KEH,KEH,WA,Kenmore Air Harbo,,,,,,,Кенмор-Эйр-Харбор,,,,Кенмор-Эйр-Харбор,,,,1,,
,US,KNT,KNT,MO,Kennett Mnpl,,,Kennett Municipal,Kennett Municipal,Kennett Municipal,,Кеннетт Мунисипал,,,,Кеннетт Мунисипал,,Kennett Municipal,,1,,
,CA,YKI,YKI,MB,Kennosao Lake,,,,,,,Кенносао-Лейк,,,,Кенносао-Лейк,,,,1,,
,CA,YQK,YQK,ON,Kenora,,,,,,,Кенора,,,,Кенора,,,,1,,
,US,ENW,ENW,WI,Kenosha Mnpl,,,Kenosha Municipal,Kenosha Municipal,Kenosha Municipal,,Кеноша Мунисипал,,,,Кеноша Мунисипал,,Kenosha Municipal,,1,,
,GB,MSE,MSE,,Kent Intl,,,Kent International,Kent International,Kent International,,Кент Интернешнл,,,,Кент Интернешнл,,Kent Internacional,,1,,
,US,KKT,KKT,IN,Kentland,,,,,,,Кентленд,,,,Кентленд,,,,1,,
,US,EOK,EOK,IA,Keokuk,,,,,,,Кеокук,,,,Кеокук,,,,1,,
,ID,KEI,KEI,,Kepi,,,,,,,Кепи,,,,Кепи,,,,1,,
,JP,KJP,KJP,,Kerama,,,,,,,Керама,,,,Керама,,,,1,,
,AU,KRA,KRA,VI,Kerang,,,,,,,Керанг,,,,Керанг,,,,1,,
,PG,KRU,KRU,,Kerau,,,,,,,Керау,,,,Керау,,,,1,,
,UA,KHC,KHC,,Kerch,,,,,,,Керчь,,,,Керчь,,,,1,,
,PG,KMA,KMA,,Kerema,,,,,,,Керема,,,,Керема,,,,1,,
,KE,KEY,KEY,,Kericho,,,,,,,Керичо,,,,Керичо,,,,1,,
,NZ,KKE,KKE,,Kerikeri,,,,,,,Керикери,,,,Керикери,,,,1,,
,ID,KRC,KRC,,Kerinci,,,,,,,Керинчи,,,,Керинчи,,,,1,,
,KE,KRV,KRV,,Kerio Valley,,,,,,,Керио-Валлей,,,,Керио-Валлей,,,,1,,
,IR,KER,KER,,Kerman,,,,,,,Керман,,,,Керман,,,,1,,
,IR,KSH,KSH,,Kermanshah,,,Shahid Ashrafiesfahani,Shahid Ashrafiesfahani,Shahid Ashrafiesfahani,,Керманшах,,,,Керманшах,,Shahid Ashrafiesfahani,,1,,
,US,IYK,IYK,CA,Kern County,,,,,,,Керн Каунти,,,,Керн Каунти,,,,1,,
,US,TSP,TSP,CA,Kern County,,,,,,,Керн Каунти,,,,Керн Каунти,,,,1,,
,US,MIT,MIT,CA,Kern County,,,,,,,Керн Каунти,,,,Керн Каунти,,,,1,,
,US,MHV,MHV,CA,Kern County,,,,,,,Керн Каунти,,,,Керн Каунти,,,,1,,
,US,ERV,ERV,TX,Kerrville,,,,,,,Керрвилль,,,,Керрвилль,,,,1,,
,IE,KIR,KIR,,Kerry County,,,,,,,Кери-Кантри,,,,Кери-Кантри,,,,1,,
,MY,KTE,KTE,,Kerteh,,,,,,,Кертех,,,,Кертех,,,,1,,
,IN,IXK,IXK,,Keshod,,,,,,,Кешод,,,,Кешод,,,,1,,
,ID,KTG,KTG,,Ketapang,,,,,,,Кетапанг,,,,Кетапанг,,,,1,,
,US,KTN,KTN,AK,Ketchikan Intl,,,Ketchikan International,Ketchikan International,Ketchikan International,,Кетчикан Интернешнл,,,,Кетчикан Интернешнл,,Ketchikan Internacional,,1,,
,US,MEI,MEI,MS,Key Field,,,,,,,Ки Филд,,,,Ки Филд,,,,1,,
,CA,YKJ,YKJ,SK,Key Lake,,,,,,,Ки-Лейк,,,,Ки-Лейк,,,,1,,
,US,EYW,EYW,FL,Key West Intl,,,Key West International,Key West International,Key West International,,Ки-Вест Интернешнл,,,,Ки-Вест Интернешнл,,Key West Internacional,,1,,
,IN,HJR,HJR,,Khajuraho,,,,,,,Хаджурахо,,,,Хаджурахо,,,,1,,
,SA,KMX,KMX,,Khamis Mushait,,,,,,,Хамис-Мушаит,,,,Хамис-Мушаит,,King Khalid Ab,,1,,
,MM,KHM,KHM,,Khamti,,,,,,,Хамти,,,,Хамти,,,,1,,
,IR,KHA,KHA,,Khaneh,,,,,,,Ханех,,,,Ханех,,,,1,,
,RU,HMA,HMA,,Khanty-Mansiysk,,,,,,,Ханты-Мансийск,,,,Ханты-Мансийск,,,,1,,
,EG,UVL,UVL,,Kharga,,,,,,,Харга,,,,Харга,,,,1,,
,IR,KHK,KHK,,Khark Island,,,,,,,Харк-Айленд,,,,Харк-Айленд,,,,1,,
,MN,KHR,KHR,,Kharkhorin,,,,,,,Хархорин,,,,Хархорин,,,,1,,
,UA,HRK,HRK,,Kharkov,,,,,,,Харьков,,,,Харьков,,,,1,,
,OM,KHS,KHS,,Khasab,,,,,,,Хасаб,,,,Хасаб,,,,1,,
,SD,GBU,GBU,,Khashm El Girba,,,,,,,Хашм-эль-Гирба,,,,Хашм-эль-Гирба,,,,1,,
,RU,HTG,HTG,,Khatanga,,,,,,,Хатанга,,,,Хатанга,,,,1,,
,MN,HTM,HTM,,Khatgal,,,,,,,,,,,,,,,1,,
,IN,AGR,AGR,,Kheria,,,,,,,Херия,,,,Херия,,,,1,,
,UA,KHE,KHE,,Kherson,,,,,,,Херсон,,,,Херсон,,,,1,,
,RU,KVK,KVK,,Khibiny,,,Kirovsk,Kirovsk,Kirovsk,,Кировск,,,,Кировск,,Kirovsk,,1,,
,UA,HMJ,HMJ,,Khmelnitskiy,,,,,,,Хмельницкий,,,,Хмельницкий,,,,1,,
,ZA,KHO,KHO,,Khoka Moya,,,,,,,Хока-Моя,,,,Хока-Моя,,,,1,,
,TH,KKC,KKC,,Khon Kaen,,,,,,,Кхон-Кен,,,,Кхон-Кен,,,,1,,
,LA,KOG,KOG,,Khong,,,,,,,Кхонг,,,,Кхонг,,,,1,,
,IR,KHD,KHD,,Khorramabad,,,,,,,Хоррамабад,,,,Хоррамабад,,,,1,,
,AF,KHT,KHT,,Khost,,,,,,,Хост,,,,Хост,,,,1,,
,MN,HVD,HVD,,Khovd,,,,,,,Ховд,,,,Ховд,,,,1,,
,IN,IXN,IXN,,Khowai,,,,,,,Ховаи,,,,Ховаи,,,,1,,
,IR,KHY,KHY,,Khoy,,,,,,,,,,,,,,,1,,
,RU,KGD,KGD,,Khrabrovo,,,,,,,Калининград,,,,Калининград,,,,1,,
,TJ,LBD,LBD,,Khudzhand,,,Khudzand,,Khudzand,,Худжанд,,,,Худжанд,,Khudzand,,1,,
,MN,HJT,HJT,,Khujirt,,,,,,,Худжирт,,,,Худжирт,,,,1,,
,BD,KHL,KHL,,Khulna,,,,,,,Кхулна,,,,Кхулна,,,,1,,
,PK,KDD,KDD,,Khuzdar,,,,,,,Хуздар,,,,Хуздар,,,,1,,
,AF,KWH,KWH,,Khwahan,,,,,,,Хвахан,,,,Хвахан,,,,1,,
,BW,KHW,KHW,,Khwai River Lodge,,,,,,,Хвай Ривер Лодж,,,,Хвай Ривер Лодж,,,,1,,
,AF,KBL,KBL,,Khwaja Rawash,,,,,,,Хвая-Раваш,,,,Хвая-Раваш,,,,1,,
,US,SPS,KIP,TX,Kickapoo,,,,,,,Кикапу,,,,Кикапу,,,,1,,
,ID,TNJ,TNJ,,Kidjang,,,,,,,Киджанг,,,,Киджанг,,,,1,,
,MR,KFA,KFA,,Kiffa,,,,,,,Киффа,,,,Киффа,,,,1,,
,RW,KGL,KGL,,Kigali Int'l,,,Kigali International,Kigali International,Kigali International,,Грегори Кайибанда,,,,Грегори Кайибанда,,Kigali Internacional,,1,,
,TZ,TKQ,TKQ,,Kigoma,,,,,,,Кигома,,,,Кигома,,,,1,,
,JP,KKX,KKX,,Kikaiga Shima,,,,,,,Кикаига-Сима,,,,Кикаига-Сима,,,,1,,
,PG,KIZ,KIZ,,Kikinonda,,,,,,,Кикинонда,,,,Кикинонда,,,,1,,
,PG,KRI,KRI,,Kikori,,,,,,,Кикори,,,,Кикори,,,,1,,
,TZ,LDI,LDI,,Kikwetu,,,,,,,Киквету,,,,Киквету,,,,1,,
,CD,KKW,KKW,,Kikwit,,,,,,,Киквит,,,,Киквит,,,,1,,
,KE,ILU,ILU,,Kilaguni,,,,,,,Килагуни,,,,Килагуни,,,,1,,
,MH,KIO,KIO,,Kili Island,,,,,,,Кили-Айленд,,,,Кили-Айленд,,,,1,,
,TZ,JRO,JRO,,Kilimanjaro,,,,,,,Килиманджаро,,,,Килиманджаро,,,,1,,
,IE,KKY,KKY,,Kilkenny,,,,,,,Килкенни,,,,Килкенни,,,,1,,
,CA,YXI,YXI,ON,Killaloe,,,,,,,Киллалу,,,,Киллалу,,,,1,,
,US,ILE,ILE,TX,Killeen Mnpl,,,Killeen Municipal,Killeen Municipal,Killeen Municipal,,Киллин Мунисипал,,,,Киллин Мунисипал,,Killeen Municipal,,1,,
,CA,XBW,XBW,QC,Killineq,,,,,,,Киллинек,,,,Киллинек,,,,1,,
,IE,IOR,IOR,,Kilronan,,,,,,,Килронан,,,,Килронан,,,,1,,
,TZ,KIY,KIY,,Kilwa,,,,,,,Кильва,,,,Кильва,,,,1,,
,CD,KIL,KIL,,Kilwa,,,,,,,Килва,,,,Килва,,,,1,,
,ID,KMM,KMM,,Kimam,,,,,,,Кимам,,,,Кимам,,,,1,,
,CA,YQE,YQE,BC,Kimberley,,,,,,,Кимберли,,,,Кимберли,,,,1,,
,ZA,KIM,KIM,,Kimberley,,,,,,,Кимберли,,,,Кимберли,,,,1,,
,AU,KBD,KBD,WA,Kimberley Downs,,,,,,,Кимберли Даунз,,,,Кимберли Даунз,,,,1,,
,US,JCT,JCT,TX,Kimble County,,,,,,,Кимбл Каунти,,,,Кимбл Каунти,,,,1,,
,CA,YLC,YLC,NU,Kimmirut Lake Harbour,,,,,,,Киммирут-Лейк-Харбор,,,,Киммирут-Лейк-Харбор,,,,1,,
,US,SSM,INR,MI,Kinchelo,,,,,,,Кинчело,,,,Кинчело,,,,1,,
,CG,KNJ,KNJ,,Kindamba,,,,,,,Киндамба,,,,Киндамба,,,,1,,
,DE,EIB,EIB,,Kindel Airport,,,Kindel Vliegveld,,Kindel Aéroport,,Эйсенах,,,,Эйсенах,,Kindel Aeropuerto,,1,,
,CA,YKY,YKY,SK,Kindersley,,,,,,,Киндерсли,,,,Киндерсли,,,,1,,
,CD,KND,KND,,Kindu,,,,,,,Кинду,,,,Кинду,,,,1,,
,SA,JED,JED,,King Abdulaziz Int,,,King Abdulaziz International,King Abdulaziz International,King Abdulaziz International,,Кинг Абдулазиз Интернешнл,,,,Кинг Абдулазиз Интернешнл,,King Abdulaziz Internacional,,1,,
,US,KVC,KVC,AK,King Cove,,,,,,,Кинг-Кав,,,,Кинг-Кав,,,,1,,
,SA,DMM,DMM,,King Fahad Intl,,,King Fahad International,King Fahad International,King Fahad International,,Кинг Фахад Интернешнл,,,,Кинг Фахад Интернешнл,,King Fahd Intl,,1,,
,JO,OMF,OMF,,King Hussein,,,King Hussain,,King Hussain,,Кинг Хуссейн,,,,Кинг Хуссейн,,King Hussain,,1,,
,JO,AQJ,AQJ,,King Hussein Intl,,,King Hussein International,King Hussein International,King Hussein International,,Акаба,,,,Акаба,,King Hussein Internacional,,1,,
,AU,KNS,KNS,TS,King Island,,,,,,,Кинг Айленд,,,,Кинг Айленд,,,,1,,
,SA,RUH,RUH,,King Khaled Intl,,,King Khaled International,King Khaled International,King Khaled International,,Кинг Халед Интернешнл,,,,Кинг Халед Интернешнл,,King Khalid Intl,,1,,
,SA,KMC,KMC,,King Khalid Military,,,,,,,Кинг-Халид Милитари,,,,Кинг-Халид Милитари,,King Khalid Mil City,,1,,
,US,KPD,KPD,PA,King Of Prussia,,,,,,,Кинг-Оф-Пруссия,,,,Кинг-Оф-Пруссия,,,,1,,
,GR,IOA,IOA,,King Pyrros,,,,,,,Ионина,,,,Ионина,,,,1,,
,US,AKN,AKN,AK,King Salmon,,,,,,,Кинг-Салмон,,,,Кинг-Салмон,,,,1,,
,ZA,DUR,DUR,,King Shaka Intl,,,,,,,Дурбан Интернешнл,,,,Дурбан Интернешнл,,,,1,,
,AU,KGY,KGY,QL,Kingaroy,,,,,,,Кингарой,,,,Кингарой,,,,1,,
,CA,KIF,KIF,ON,Kingfisher Lake,,,,,,,Кингфишер-Лейк,,,,Кингфишер-Лейк,,,,1,,
,US,IGM,IGM,AZ,Kingman,,,,,,,Кингмен,,,,Кингмен,,,,1,,
,AU,KBJ,KBJ,NT,Kings Canyon,,,,,,,Кингз Каньон,,,,Кингз Каньон,,,,1,,
,AU,KCS,KCS,NT,Kings Creek Stati,,,,,,,Кингз Крик,,,,Кингз Крик,,,,1,,
,AU,KGC,KGC,SA,Kingscote,,,,,,,Кингскот,,,,Кингскот,,,,1,,
,AU,SYD,SYD,NS,Kingsford Smith,,,,,,,Кингсфордсмит,,,,Кингсфордсмит,,,,1,,
,CA,YGK,YGK,ON,Kingston,,,,,,,Кингстон,,,,Кингстон,,,,1,,
,GB,FSS,FSS,,Kinloss,,,,,,,Кинлосс,,,,Кинлосс,,,,1,,
,CA,KNY,KNY,SK,Kinoosao,,,,,,,Кинусао,,,,Кинусао,,,,1,,
,US,KPN,KPN,AK,Kipnuk Spb,,,,,,,Кипнук,,,,Кипнук,,,,1,,
,PG,KIQ,KIQ,,Kira,,,,,,,Кира,,,,Кира,,,,1,,
,SB,IRA,IRA,,Kirakira,,,,,,,Киракира,,,,Киракира,,,,1,,
,CD,KRZ,KRZ,,Kiri,,,,,,,Кири,,,,Кири,,,,1,,
,AU,KBB,KBB,NT,Kirkimbie,,,,,,,Киркимби,,,,Киркимби,,,,1,,
,CA,YKX,YKX,ON,Kirkland Lake,,,,,,,Киркланд-Лейк,,,,Киркланд-Лейк,,,,1,,
,US,IRK,IRK,MO,Kirksville Mnpl,,,Kirksville Municipal,Kirksville Municipal,Kirksville Municipal,,Кирксвилль Мунисипал,,,,Кирксвилль Мунисипал,,Kirksville Municipal,,1,,
,IQ,KIK,KIK,,Kirkuk,,,,,,,Киркук,,,,Киркук,,,,1,,
,GB,KOI,KOI,,Kirkwall,,,,,,,Киркволл,,,,Киркволл,,,,1,,
,UA,KGO,KGO,,Kirovograd,,,,,,,Кировоград,,,,Кировоград,,,,1,,
,US,IRS,IRS,MI,Kirsch Mncpl,,,Kirsch Municipal,Kirsch Municipal,Kirsch Municipal,,Кирш Мунисипал,,,,Кирш Мунисипал,,Kirsch Municipal,,1,,
,SE,KRN,KRN,,Kiruna,,,,,,,Кируна,,,,Кируна,,,,1,,
,BI,KRE,KRE,,Kirundo,,,,,,,Кирундо,,,,Кирундо,,,,1,,
,IL,KSW,KSW,,Kiryat Shmona,,,,,,,Кирьят-Шемона,,,,Кирьят-Шемона,,,,1,,
,CD,FKI,FKI,,Kisangani,,,,,,,Кисангани,,,,Кисангани,,,,1,,
,TZ,ZNZ,ZNZ,,Kisauni,,,,,,,Кисауни,,,,Кисауни,,,,1,,
,PG,KSG,KSG,,Kisengan,,,,,,,Кисенгам,,,,Кисенгам,,,,1,,
,IR,KIH,KIH,,Kish Island,,,,,,,Киш-Айленд,,,,Киш-Айленд,,,,1,,
,SO,KMU,KMU,,Kismayu,,,,,,,Кисмайо,,,,Кисмайо,,,,1,,
,GN,KSI,KSI,,Kissidougou,,,,,,,Киссидугу,,,,Киссидугу,,,,1,,
,US,ISM,ISM,FL,Kissimmee Mnpl,,,Kissimmee Municipal,Kissimmee Municipal,Kissimmee Municipal,,Киссимми Мунисипал,,,,Киссимми Мунисипал,,Kissimmee Municipal,,1,,
,KE,KIS,KIS,,Kisumu,,,,,,,Кисуму,,,,Кисуму,,,,1,,
,JP,KTD,KTD,,Kitadaito,,,,,,,Китадайто,,,,Китадайто,,,,1,,
,KE,KTL,KTL,,Kitale,,,,,,,Китале,,,,Китале,,,,1,,
,PG,KVE,KVE,,Kitava,,,,,,,Китава,,,,Китава,,,,1,,
,CA,YKF,YKF,ON,Kitchener,,,Kitchener/Waterloo Reg,Kitchener/Waterloo Reg,Kitchener/Waterloo Reg,,Ватерлоо Реджионал,,,,Ватерлоо Реджионал,,Kitchener/Waterloo Reg,,1,,
,FI,KTQ,KTQ,,Kitee,,,,,,,Китее,,,,Китее,,,,1,,
,GR,KIT,KIT,,Kithira,,,,,,,Китира,,,,Китира,,,,1,,
,CA,YKK,YKK,BC,Kitkatla,,,Kitkatia,,Kitkatia,,Киткатия,,,,Киткатия,,Kitkatia,,1,,
,FI,KTT,KTT,,Kittila,,,,,,,Киттила,,,,Киттила,,,,1,,
,DE,KZG,KZG,,Kitzingen,,,,,,,Китцинген,,,,Китцинген,,,,1,,
,KE,KIU,KIU,,Kiunga,,,,,,,Киунга,,,,Киунга,,,,1,,
,PG,UNG,UNG,,Kiunga,,,,,,,Киунга,,,,Киунга,,,,1,,
,US,KVL,KVL,AK,Kivalina,,,,,,,Кивалина,,,,Кивалина,,,,1,,
,PG,KWX,KWX,,Kiwai Island,,,,,,,Киваи-Айленд,,,,Киваи-Айленд,,,,1,,
,KE,KWY,KWY,,Kiwayu,,,,,,,Кивайю,,,,Кивайю,,,,1,,
,US,KZH,KZH,AK,Kizhuyak,,,,,,,Кижуйак,,,,Кижуйак,,,,1,,
,NO,MJF,MJF,,Kjaerstad,,,,,,,Кьярстад,,,,Кьярстад,,,,1,,
,NO,KRS,KRS,,Kjevik,,,,,,,Кьевик,,,,Кьевик,,,,1,,
,US,KBK,KBK,AK,Klag Bay,,,,,,,Клаг-Бей,,,,Клаг-Бей,,,,1,,
,AT,KLU,KLU,,Klagenfurt,,,,,,,Клагенфурт,,,,Клагенфурт,,,,1,,
,US,LMT,LMT,OR,Klamath Falls Airport,,,Kingsley,Kingsley,Kingsley,,Кингсли,,,,Кингсли,,Kingsley,,1,,
,NO,GLL,GLL,,Klanten Arpt,,,Klanten Vliegveld,Klanten Airport,Klanten Aéroport,,Клантен,,,,Клантен,,Klanten Aeropuerto,,1,,
,US,KLW,KLW,AK,Klawock,,,,,,,Клавок,,,,Клавок,,,,1,,
,ZA,KLZ,KLZ,,Kleinzee,,,,,,,Кляйнзи,,,,Кляйнзи,,,,1,,
,CA,YKT,YKT,BC,Klemtu,,,,,,,Клемту,,,,Клемту,,,,1,,
,ZA,KXE,KXE,,Klerksdorp,,,,,,,Клерксдорп,,,,Клерксдорп,,,,1,,
,LB,KYE,KYE,,Kleyate,,,Rene Mouawad AB,Rene Mouawad AB,Rene Mouawad AB,,Клейят,,,,Клейят,,Rene Mouawad AB,,1,,
,MY,KUL,KUL,,Klia,,,Kuala Lumpur International Vliegveld,Kuala Lumpur International Airport,Kuala Lumpur International Aéroport,,Клиа,,,,Клиа,,Kuala Lumpur Internacional,,1,,
,RU,TYA,TYA,,Klokovo,,,,,,,Тула,,,,Тула,,,,1,,
,CA,YKE,YKE,MB,Knee Lake,,,,,,,Ни-Лейк,,,,Ни-Лейк,,,,1,,
,US,NLN,NLN,CA,Kneeland,,,,,,,,,,,,,,,1,,
,CA,KNV,KNV,BC,Knights Inlet,,,,,,,Найтс-Инлет,,,,Найтс-Инлет,,,,1,,
,BE,KNO,KNO,,Knokke Het Zoute,,,,,,,Кнокке Хет Зуте,,,,Кнокке Хет Зуте,,,,1,,
,US,RKD,RKD,ME,Knox County Reg,,,Knox County Regional,Knox County Regional,Knox County Regional,,Нокс Каунти,,,,Нокс Каунти,,Knox County Regional,,1,,
,JP,OSA,UKB,,Kobe,,,,,,,Кобе,,,,Кобе,,,,1,,
,DE,ZNV,ZNV,,Koblenz,,,Bus Station,Bus Station,Bus Station,,Кобленц,,,,Кобленц,,Bus Station,,1,,
,US,OBU,OBU,AK,Kobuk Wien,,,Kobuk/Wien,,Kobuk/Wien,,Кобук Вин,,,,Кобук Вин,,Kobuk/Wien,,1,,
,IN,COK,COK,,Kochi,,,,,,,Кочи,,,,Кочи,,,,1,,
,JP,KCZ,KCZ,,Kochi,,,,,,,Коти,,,,Коти,,,,1,,
,US,ADQ,ADQ,AK,Kodiak Airport,,,Kodiak Vliegveld,,Kodiak Aéroport,,Кодиак Апт,,,,Кодиак Апт,,Kodiak Aeropuerto,,1,,
,US,ADQ,WDY,AK,Kodiak Fss,,,,,,,Кодиак Фсс,,,,Кодиак Фсс,,,,1,,
,US,ADQ,KDK,AK,Kodiak Mnpl,,,Kodiak Municipal,Kodiak Municipal,Kodiak Municipal,,Кодиак Мунисипал,,,,Кодиак Мунисипал,,Kodiak Municipal,,1,,
,DE,KOQ,KOQ,,Koethen De,,,,,,,Кетен-Де,,,,Кетен-Де,,,,1,,
,RU,KGP,KGP,,Kogalym,,,,,,,Когалым Интернешнл,,,,Когалым Интернешнл,,,,1,,
,LK,KCT,KCT,,Koggala,,,,,,,,,,,,,,,1,,
,KH,KKZ,KKZ,,Koh Kong,,,,,,,Ко-Конг,,,,Ко-Конг,,,,1,,
,TH,USM,USM,,Koh Samui,,,,,,,Кох-Самуи,,,,Кох-Самуи,,,,1,,
,PK,OHT,OHT,,Kohat,,,,,,,Кохат,,,,Кохат,,,,1,,
,PG,KMB,KMB,,Koinambe,,,,,,,Койнамбе,,,,Койнамбе,,,,1,,
,ZA,KIG,KIG,,Koinghaas,,,,,,,Койнгхаас,,,,Койнгхаас,,,,1,,
,PG,KKD,KKD,,Kokoda,,,,,,,Кокода,,,,Кокода,,,,1,,
,US,OKK,OKK,IN,Kokomo,,,,,,,Кокомо,,,,Кокомо,,,,1,,
,ID,KOX,KOX,,Kokonao,,,,,,,Коконао,,,,Коконао,,,,1,,
